item_id,date,p10,p50,p90
1,2018-01-02T14:00:00Z,3186.6984863281,3632.2990722656,3954.0495605469
1,2018-01-02T15:00:00Z,3193.3605957031,3515.5959472656,3781.07421875
1,2018-01-02T16:00:00Z,2994.8747558594,3274.6032714844,3526.7075195312
1,2018-01-02T17:00:00Z,2961.4411621094,3302.8994140625,3600.1079101562
1,2018-01-02T18:00:00Z,2895.3352050781,3163.4572753906,3394.8056640625
1,2018-01-02T19:00:00Z,2594.0402832031,2824.0822753906,3074.2883300781
1,2018-01-02T20:00:00Z,2245.4609375,2428.6899414062,2673.5891113281
1,2018-01-02T21:00:00Z,1995.3596191406,2164.4064941406,2372.7541503906
1,2018-01-02T22:00:00Z,1575.4006347656,1808.0614013672,2022.2369384766
1,2018-01-02T23:00:00Z,998.0844726562,1175.6184082031,1428.1591796875
1,2018-01-03T00:00:00Z,554.2600708008,692.3783569336,830.4508666992
1,2018-01-03T01:00:00Z,333.3376159668,463.7534790039,624.3865966797
1,2018-01-03T02:00:00Z,213.2431335449,361.7139892578,484.0003662109
1,2018-01-03T03:00:00Z,206.1467132568,384.836151123,566.9945068359
1,2018-01-03T04:00:00Z,334.2153625488,674.9177246094,864.2232666016
1,2018-01-03T05:00:00Z,1209.4626464844,1513.9923095703,1882.9790039062
1,2018-01-03T06:00:00Z,2199.1135253906,2681.8564453125,3207.3225097656
1,2018-01-03T07:00:00Z,2557.0793457031,3200.2272949219,4071.3972167969
1,2018-01-03T08:00:00Z,2276.3891601562,2603.359375,3136.2551269531
1,2018-01-03T09:00:00Z,2174.9848632812,2493.3244628906,2937.1096191406
1,2018-01-03T10:00:00Z,1790.7490234375,2139.3857421875,2487.71875
1,2018-01-03T11:00:00Z,2057.509765625,2412.5100097656,2684.6918945312
1,2018-01-03T12:00:00Z,2611.787109375,2936.5815429688,3284.5075683594
1,2018-01-03T13:00:00Z,2800.5463867188,3048.2763671875,3343.5029296875
1,2018-01-03T14:00:00Z,3219.6879882812,3610.0700683594,3974.9360351562
1,2018-01-03T15:00:00Z,4121.6025390625,4510.826171875,4984.2451171875
1,2018-01-03T16:00:00Z,3809.3762207031,4239.6474609375,4689.69921875
1,2018-01-03T17:00:00Z,3462.5529785156,3792.0732421875,4085.9724121094
1,2018-01-03T18:00:00Z,2949.1179199219,3205.02734375,3474.7783203125
1,2018-01-03T19:00:00Z,2412.5334472656,2674.9887695312,2953.0766601562
1,2018-01-03T20:00:00Z,1967.4664306641,2221.5756835938,2494.896484375
1,2018-01-03T21:00:00Z,1720.4263916016,1977.3031005859,2108.2121582031
1,2018-01-03T22:00:00Z,1449.7386474609,1602.4326171875,1726.7344970703
1,2018-01-03T23:00:00Z,869.6644287109,993.0941772461,1155.3851318359
1,2018-01-04T00:00:00Z,359.164855957,467.6385192871,566.5161132812
1,2018-01-04T01:00:00Z,151.3203125,252.275970459,356.4629821777
1,2018-01-04T02:00:00Z,95.1711807251,172.8033294678,296.1766967773
1,2018-01-04T03:00:00Z,85.5123748779,219.926940918,336.2233886719
1,2018-01-04T04:00:00Z,437.701751709,600.382019043,763.8432617188
1,2018-01-04T05:00:00Z,1395.8067626953,1668.5002441406,2064.8837890625
1,2018-01-04T06:00:00Z,2979.2551269531,3336.7033691406,3887.9440917969
1,2018-01-04T07:00:00Z,2854.5932617188,3320.2866210938,3925.1240234375
1,2018-01-04T08:00:00Z,2742.0363769531,3210.2333984375,3637.6066894531
1,2018-01-04T09:00:00Z,2796.7770996094,3211.6079101562,3537.8325195312
1,2018-01-04T10:00:00Z,3072.4692382812,3347.1811523438,3606.0532226562
1,2018-01-04T11:00:00Z,3267.3901367188,3492.796875,3715.8388671875
1,2018-01-04T12:00:00Z,3306.0288085938,3516.2944335938,3763.4912109375
1,2018-01-04T13:00:00Z,3239.0461425781,3569.0244140625,3823.4221191406
1,2018-01-04T14:00:00Z,3252.095703125,3565.4067382812,3880.6713867188
1,2018-01-04T15:00:00Z,2729.2922363281,3164.7307128906,3577.4067382812
1,2018-01-04T16:00:00Z,2649.1975097656,2915.3327636719,3230.5893554688
1,2018-01-04T17:00:00Z,2758.4848632812,3065.4921875,3306.1857910156
1,2018-01-04T18:00:00Z,2708.1328125,2920.0114746094,3238.3273925781
1,2018-01-04T19:00:00Z,2018.9290771484,2183.3869628906,2388.7297363281
1,2018-01-04T20:00:00Z,1478.9829101562,1633.7563476562,1860.291015625
1,2018-01-04T21:00:00Z,1705.8566894531,1875.25390625,2065.7668457031
1,2018-01-04T22:00:00Z,1715.6470947266,1900.2088623047,2096.4724121094
1,2018-01-04T23:00:00Z,1112.013671875,1266.7911376953,1456.2668457031
1,2018-01-05T00:00:00Z,558.0405883789,734.6387939453,824.3543701172
1,2018-01-05T01:00:00Z,331.4623413086,436.176574707,574.2683105469
1,2018-01-05T02:00:00Z,187.7285614014,324.4486694336,468.3335571289
1,2018-01-05T03:00:00Z,196.8431243896,315.9328918457,428.1459960938
1,2018-01-05T04:00:00Z,265.6735229492,417.964050293,592.0313720703
1,2018-01-05T05:00:00Z,845.423828125,1106.3044433594,1352.455078125
1,2018-01-05T06:00:00Z,1982.9409179688,2257.15625,2526.6672363281
1,2018-01-05T07:00:00Z,2562.6528320312,2811.1379394531,3186.2438964844
1,2018-01-05T08:00:00Z,2571.6872558594,2832.9858398438,3395.0908203125
1,2018-01-05T09:00:00Z,2369.2138671875,2736.4020996094,3106.216796875
1,2018-01-05T10:00:00Z,2267.1320800781,2670.4992675781,3132.9819335938
1,2018-01-05T11:00:00Z,2436.7998046875,2739.9365234375,3065.1135253906
1,2018-01-05T12:00:00Z,2501.7233886719,2789.8793945312,3106.806640625
1,2018-01-05T13:00:00Z,2488.6745605469,2839.4875488281,3137.4294433594
1,2018-01-05T14:00:00Z,2755.5363769531,3094.8286132812,3382.427734375
1,2018-01-05T15:00:00Z,3059.423828125,3291.6896972656,3552.8901367188
1,2018-01-05T16:00:00Z,2897.5122070312,3191.4714355469,3471.3999023438
1,2018-01-05T17:00:00Z,2873.7434082031,3148.0422363281,3403.4760742188
1,2018-01-05T18:00:00Z,2926.4187011719,3188.6098632812,3411.0603027344
1,2018-01-05T19:00:00Z,2754.6801757812,2941.5424804688,3164.3515625
1,2018-01-05T20:00:00Z,2278.0202636719,2485.2302246094,2732.8493652344
1,2018-01-05T21:00:00Z,2113.7651367188,2337.8444824219,2508.2497558594
1,2018-01-05T22:00:00Z,1897.001953125,2155.4040527344,2356.9548339844
1,2018-01-05T23:00:00Z,1495.8670654297,1686.5329589844,1866.3764648438
1,2018-01-06T00:00:00Z,1034.2767333984,1211.9533691406,1324.8895263672
1,2018-01-06T01:00:00Z,663.7113037109,808.4064941406,949.0670166016
1,2018-01-06T02:00:00Z,356.7301940918,509.4686889648,683.8978271484
1,2018-01-06T03:00:00Z,255.2110443115,386.2960205078,534.4962158203
1,2018-01-06T04:00:00Z,215.4058380127,318.9697265625,488.9766845703
1,2018-01-06T05:00:00Z,339.9213562012,490.9003295898,634.1915283203
1,2018-01-06T06:00:00Z,636.5709228516,836.9776611328,1015.4885253906
1,2018-01-06T07:00:00Z,954.0391235352,1231.7320556641,1447.5275878906
1,2018-01-06T08:00:00Z,1373.7100830078,1786.9967041016,2273.8693847656
1,2018-01-06T09:00:00Z,1932.2735595703,2329.1809082031,2690.9770507812
1,2018-01-06T10:00:00Z,2252.1845703125,2768.33203125,3200.2517089844
1,2018-01-06T11:00:00Z,2611.3454589844,3044.6281738281,3630.2741699219
1,2018-01-06T12:00:00Z,2655.6628417969,3090.34765625,3496.3879394531
1,2018-01-06T13:00:00Z,2519.5744628906,2863.5385742188,3195.0751953125
1,2018-01-06T14:00:00Z,2393.1298828125,2630.078125,3007.8527832031
1,2018-01-06T15:00:00Z,2594.3859863281,2875.6567382812,3245.2175292969
1,2018-01-06T16:00:00Z,2671.1865234375,3015.1706542969,3311.5739746094
1,2018-01-06T17:00:00Z,2594.1550292969,2859.7443847656,3099.9577636719
1,2018-01-06T18:00:00Z,2509.8745117188,2792.513671875,3032.2556152344
1,2018-01-06T19:00:00Z,2140.6040039062,2417.646484375,2687.2570800781
1,2018-01-06T20:00:00Z,1990.3424072266,2208.3525390625,2489.5498046875
1,2018-01-06T21:00:00Z,1820.3876953125,2023.5167236328,2233.0534667969
1,2018-01-06T22:00:00Z,1672.3967285156,1889.1540527344,2109.0622558594
1,2018-01-06T23:00:00Z,1517.0959472656,1719.6860351562,2029.0363769531
1,2018-01-07T00:00:00Z,1077.9873046875,1267.5028076172,1522.82421875
1,2018-01-07T01:00:00Z,727.7907104492,875.9744873047,1069.9398193359
1,2018-01-07T02:00:00Z,534.0567016602,659.4987792969,831.3287353516
1,2018-01-07T03:00:00Z,257.5616455078,468.182220459,662.5886230469
1,2018-01-07T04:00:00Z,291.7673950195,426.7443237305,608.4534912109
1,2018-01-07T05:00:00Z,368.4945678711,575.8617553711,750.0307617188
1,2018-01-07T06:00:00Z,520.9266357422,745.4244995117,1038.2514648438
1,2018-01-07T07:00:00Z,828.3702392578,1053.0463867188,1583.9636230469
1,2018-01-07T08:00:00Z,1190.6158447266,1621.0310058594,2034.8674316406
1,2018-01-07T09:00:00Z,1986.3920898438,2505.203125,3120.8842773438
1,2018-01-07T10:00:00Z,2476.6799316406,2868.2670898438,3375.0439453125
1,2018-01-07T11:00:00Z,2371.0578613281,2774.986328125,3183.0661621094
1,2018-01-07T12:00:00Z,2329.2453613281,2661.04296875,2924.7946777344
1,2018-01-07T13:00:00Z,2341.9997558594,2667.7492675781,3025.1706542969
1,2018-01-07T14:00:00Z,2564.1262207031,2861.2231445312,3207.4716796875
1,2018-01-07T15:00:00Z,2566.26953125,2853.3220214844,3144.5739746094
1,2018-01-07T16:00:00Z,2515.3083496094,2838.9719238281,3115.0656738281
1,2018-01-07T17:00:00Z,2532.1518554688,2702.1511230469,3083.5922851562
1,2018-01-07T18:00:00Z,2437.890625,2640.9379882812,2943.33203125
1,2018-01-07T19:00:00Z,2201.7180175781,2459.451171875,2688.7841796875
1,2018-01-07T20:00:00Z,2066.126953125,2278.1198730469,2499.0756835938
1,2018-01-07T21:00:00Z,1829.6867675781,2049.8046875,2243.423828125
1,2018-01-07T22:00:00Z,1583.8127441406,1748.0061035156,1928.6455078125
1,2018-01-07T23:00:00Z,1151.6608886719,1315.5250244141,1469.4190673828
1,2018-01-08T00:00:00Z,713.1583251953,823.4356079102,994.0885620117
1,2018-01-08T01:00:00Z,432.320892334,529.0172729492,642.0971069336
1,2018-01-08T02:00:00Z,258.1224365234,352.995513916,459.3628540039
1,2018-01-08T03:00:00Z,196.1137084961,303.112701416,458.2033081055
1,2018-01-08T04:00:00Z,269.5687561035,425.6492004395,627.3508300781
1,2018-01-08T05:00:00Z,717.7858276367,1064.3721923828,1339.150390625
1,2018-01-08T06:00:00Z,1357.1657714844,1974.9914550781,2569.7033691406
1,2018-01-08T07:00:00Z,1844.130859375,2472.0668945312,3030.8244628906
1,2018-01-08T08:00:00Z,2094.62890625,2441.025390625,2866.9211425781
1,2018-01-08T09:00:00Z,2182.6572265625,2591.1296386719,3122.2768554688
1,2018-01-08T10:00:00Z,2280.6267089844,2753.0751953125,3169.4965820312
1,2018-01-08T11:00:00Z,1970.9252929688,2402.4587402344,2821.8786621094
1,2018-01-08T12:00:00Z,781.0057373047,1096.2873535156,1422.888671875
1,2018-01-08T13:00:00Z,406.0477905273,727.7575683594,979.8350219727
1,2018-01-08T14:00:00Z,196.5780487061,373.706237793,608.1976928711
1,2018-01-08T15:00:00Z,70.1268615723,326.3740234375,541.7766723633
1,2018-01-08T16:00:00Z,-149.5581817627,110.6494903564,340.2188110352
1,2018-01-08T17:00:00Z,96.9558410645,340.9195251465,549.563659668
1,2018-01-08T18:00:00Z,709.4595947266,1027.9318847656,1263.1848144531
1,2018-01-08T19:00:00Z,1161.7038574219,1402.8776855469,1760.4995117188
1,2018-01-08T20:00:00Z,1168.8852539062,1469.4815673828,1732.3815917969
1,2018-01-08T21:00:00Z,1167.1723632812,1483.154296875,1819.9699707031
1,2018-01-08T22:00:00Z,1052.6599121094,1337.6163330078,1674.5634765625
1,2018-01-08T23:00:00Z,842.6110839844,1121.5012207031,1494.0686035156
1,2018-01-09T00:00:00Z,599.5416259766,977.2114257812,1263.8653564453
1,2018-01-09T01:00:00Z,570.6202392578,836.9397583008,1087.1590576172
1,2018-01-09T02:00:00Z,587.7210693359,793.5952758789,1054.2047119141
1,2018-01-09T03:00:00Z,693.969543457,874.3920288086,1132.2729492188
1,2018-01-09T04:00:00Z,728.9969482422,1053.9191894531,1269.0887451172
1,2018-01-09T05:00:00Z,1168.4309082031,1658.2286376953,2112.9855957031
1,2018-01-09T06:00:00Z,1740.4301757812,2159.3759765625,2563.16796875
1,2018-01-09T07:00:00Z,1849.4576416016,2166.5805664062,2614.2651367188
1,2018-01-09T08:00:00Z,1142.7203369141,1477.8229980469,1866.7998046875
1,2018-01-09T09:00:00Z,1287.7141113281,1671.6171875,2046.4981689453
1,2018-01-09T10:00:00Z,860.4962768555,1241.9415283203,1633.9827880859
1,2018-01-09T11:00:00Z,921.2682495117,1200.0677490234,1585.3436279297
1,2018-01-09T12:00:00Z,1200.7977294922,1439.0025634766,1752.0638427734
1,2018-01-09T13:00:00Z,545.3457641602,813.7341918945,1072.2894287109
1,2018-01-09T14:00:00Z,-70.7078399658,116.2940597534,391.8030395508
1,2018-01-09T15:00:00Z,743.3854980469,1071.6309814453,1355.0422363281
1,2018-01-09T16:00:00Z,1575.4899902344,1839.6673583984,2167.3776855469
1,2018-01-09T17:00:00Z,2068.4685058594,2293.9130859375,2762.2202148438
1,2018-01-09T18:00:00Z,1588.0180664062,1906.3985595703,2458.8208007812
1,2018-01-09T19:00:00Z,1435.8375244141,1898.0723876953,2534.0295410156
1,2018-01-09T20:00:00Z,1576.8870849609,1974.4799804688,2368.6760253906
1,2018-01-09T21:00:00Z,1527.7879638672,1991.0179443359,2450.8420410156
1,2018-01-09T22:00:00Z,1362.0041503906,1698.5495605469,2090.5537109375
1,2018-01-09T23:00:00Z,931.5653686523,1333.9721679688,1854.1317138672
1,2018-01-10T00:00:00Z,479.3982849121,829.3969116211,1163.4560546875
1,2018-01-10T01:00:00Z,204.0550994873,601.7487792969,959.0523071289
1,2018-01-10T02:00:00Z,233.5642852783,404.1313476562,708.666015625
1,2018-01-10T03:00:00Z,178.5613250732,442.7442016602,741.1715087891
1,2018-01-10T04:00:00Z,400.7900390625,731.6461181641,1063.7923583984
1,2018-01-10T05:00:00Z,1023.6394042969,1376.5987548828,1700.7309570312
1,2018-01-10T06:00:00Z,1416.4035644531,2119.4643554688,2498.0732421875
1,2018-01-10T07:00:00Z,1840.8100585938,2206.091796875,2560.2626953125
1,2018-01-10T08:00:00Z,1434.9947509766,1850.9864501953,2165.8608398438
1,2018-01-10T09:00:00Z,1366.6427001953,1613.8662109375,1954.0875244141
1,2018-01-10T10:00:00Z,1022.0115356445,1320.4748535156,1624.9169921875
1,2018-01-10T11:00:00Z,1281.6735839844,1543.89453125,1870.8651123047
1,2018-01-10T12:00:00Z,1492.9034423828,1791.40625,2162.0051269531
1,2018-01-10T13:00:00Z,1676.9510498047,1986.2277832031,2275.9841308594
1,2018-01-10T14:00:00Z,1900.0374755859,2322.2978515625,2915.1381835938
1,2018-01-10T15:00:00Z,1850.4460449219,2271.0324707031,2699.3605957031
1,2018-01-10T16:00:00Z,1667.3255615234,2056.7258300781,2604.90234375
1,2018-01-10T17:00:00Z,1580.2081298828,2016.5759277344,2326.3220214844
1,2018-01-10T18:00:00Z,1652.2778320312,2012.5456542969,2423.2612304688
1,2018-01-10T19:00:00Z,1529.0227050781,1848.2266845703,2167.701171875
1,2018-01-10T20:00:00Z,1300.5198974609,1597.7899169922,1955.6397705078
1,2018-01-10T21:00:00Z,1215.9389648438,1517.4819335938,1875.1066894531
1,2018-01-10T22:00:00Z,987.3842773438,1295.0671386719,1679.6975097656
1,2018-01-10T23:00:00Z,619.5847167969,903.4422607422,1129.6931152344
1,2018-01-11T00:00:00Z,349.7996520996,545.21484375,783.6461181641
1,2018-01-11T01:00:00Z,222.6547698975,370.145324707,591.9406738281
1,2018-01-11T02:00:00Z,160.7929077148,296.5765380859,496.8983764648
1,2018-01-11T03:00:00Z,115.7984313965,377.9705810547,629.7145996094
1,2018-01-11T04:00:00Z,292.1725158691,540.9465332031,795.3135986328
1,2018-01-11T05:00:00Z,1040.5578613281,1363.9790039062,1756.8956298828
1,2018-01-11T06:00:00Z,2000.0318603516,2511.8852539062,3169.6564941406
1,2018-01-11T07:00:00Z,2098.5969238281,2837.7233886719,3340.66796875
1,2018-01-11T08:00:00Z,1756.7231445312,2300.1870117188,2987.7463378906
1,2018-01-11T09:00:00Z,1684.3900146484,2272.7902832031,2683.3107910156
1,2018-01-11T10:00:00Z,1546.2680664062,2163.4887695312,2641.5822753906
1,2018-01-11T11:00:00Z,1686.1743164062,2200.6062011719,2641.0595703125
1,2018-01-11T12:00:00Z,1815.4578857422,2207.4819335938,2555.3991699219
1,2018-01-11T13:00:00Z,1440.7313232422,1791.5423583984,2184.673828125
1,2018-01-11T14:00:00Z,1170.1730957031,1402.3939208984,1940.8776855469
1,2018-01-11T15:00:00Z,1416.5953369141,1721.4613037109,2117.7102050781
1,2018-01-11T16:00:00Z,1809.2143554688,2109.2485351562,2537.0290527344
1,2018-01-11T17:00:00Z,1775.2352294922,2182.3349609375,2622.4951171875
1,2018-01-11T18:00:00Z,1713.3375244141,2070.2873535156,2507.3603515625
1,2018-01-11T19:00:00Z,1452.5593261719,1778.3669433594,2252.5229492188
1,2018-01-11T20:00:00Z,1099.3883056641,1413.3255615234,1956.6478271484
1,2018-01-11T21:00:00Z,1044.5151367188,1388.1790771484,1718.6419677734
1,2018-01-11T22:00:00Z,1138.4743652344,1480.9312744141,1938.8157958984
1,2018-01-11T23:00:00Z,853.1475830078,1115.3990478516,1467.9399414062
1,2018-01-12T00:00:00Z,353.3604736328,751.7948608398,951.0156860352
1,2018-01-12T01:00:00Z,250.5466003418,454.3098449707,709.5595703125
1,2018-01-12T02:00:00Z,134.1165161133,372.6088562012,615.5300292969
1,2018-01-12T03:00:00Z,71.0252838135,326.3807067871,515.6943969727
1,2018-01-12T04:00:00Z,144.0602722168,395.7280883789,625.7857055664
1,2018-01-12T05:00:00Z,513.8870239258,805.1672973633,1123.2272949219
1,2018-01-12T06:00:00Z,1318.0252685547,1609.3182373047,1966.3381347656
1,2018-01-12T07:00:00Z,1541.044921875,1946.2337646484,2273.1704101562
1,2018-01-12T08:00:00Z,2056.1875,2475.1616210938,2842.0390625
1,2018-01-12T09:00:00Z,1937.4779052734,2363.0187988281,2819.3911132812
1,2018-01-12T10:00:00Z,1688.3708496094,2145.2231445312,2501.9377441406
1,2018-01-12T11:00:00Z,1671.3443603516,2150.9931640625,2467.876953125
1,2018-01-12T12:00:00Z,1968.7548828125,2292.8803710938,2708.5139160156
1,2018-01-12T13:00:00Z,1685.6824951172,2099.3017578125,2473.8474121094
1,2018-01-12T14:00:00Z,1851.9465332031,2202.26953125,2765.2868652344
1,2018-01-12T15:00:00Z,1703.1081542969,2261.3000488281,2660.5239257812
1,2018-01-12T16:00:00Z,2131.9301757812,2456.5522460938,2867.2963867188
1,2018-01-12T17:00:00Z,1831.0252685547,2203.3576660156,2673.4677734375
1,2018-01-12T18:00:00Z,1867.7819824219,2271.7268066406,2733.0441894531
1,2018-01-12T19:00:00Z,1660.8767089844,2032.5113525391,2402.8576660156
1,2018-01-12T20:00:00Z,1459.9669189453,1822.4252929688,2267.9772949219
1,2018-01-12T21:00:00Z,1275.5778808594,1707.3128662109,2144.8393554688
1,2018-01-12T22:00:00Z,1422.3892822266,1746.9372558594,2171.8686523438
1,2018-01-12T23:00:00Z,1064.7221679688,1353.9998779297,1764.6228027344
1,2018-01-13T00:00:00Z,768.8984375,1114.8703613281,1478.7416992188
1,2018-01-13T01:00:00Z,553.6525268555,771.6353759766,1043.4458007812
1,2018-01-13T02:00:00Z,253.9354095459,465.8336791992,829.2122192383
1,2018-01-13T03:00:00Z,174.8584289551,400.1987304688,698.1278076172
1,2018-01-13T04:00:00Z,129.2956237793,346.6021728516,582.6335449219
1,2018-01-13T05:00:00Z,191.8037109375,478.9618530273,808.4956054688
1,2018-01-13T06:00:00Z,412.2304382324,729.1165771484,1007.2313842773
1,2018-01-13T07:00:00Z,845.4090576172,1115.0698242188,1429.2409667969
1,2018-01-13T08:00:00Z,1348.5860595703,1675.5145263672,2052.9848632812
1,2018-01-13T09:00:00Z,1675.3879394531,2071.4152832031,2463.7878417969
1,2018-01-13T10:00:00Z,1803.1390380859,2242.294921875,2629.2607421875
1,2018-01-13T11:00:00Z,1969.6029052734,2418.9682617188,2917.0104980469
1,2018-01-13T12:00:00Z,1524.6715087891,1868.6461181641,2366.9304199219
1,2018-01-13T13:00:00Z,1211.8139648438,1543.1171875,1960.6781005859
1,2018-01-13T14:00:00Z,1200.2297363281,1522.0296630859,1990.0583496094
1,2018-01-13T15:00:00Z,1474.0550537109,1805.6118164062,2155.8464355469
1,2018-01-13T16:00:00Z,1255.1446533203,1598.771484375,1934.3243408203
1,2018-01-13T17:00:00Z,1262.7568359375,1575.1125488281,1947.4489746094
1,2018-01-13T18:00:00Z,1212.0882568359,1596.8402099609,1886.2215576172
1,2018-01-13T19:00:00Z,1212.5803222656,1477.2150878906,1813.0423583984
1,2018-01-13T20:00:00Z,1108.1528320312,1460.5415039062,1894.3127441406
1,2018-01-13T21:00:00Z,1092.3820800781,1451.7091064453,1835.0378417969
1,2018-01-13T22:00:00Z,958.2302856445,1260.7763671875,1790.1413574219
1,2018-01-13T23:00:00Z,819.478515625,1126.5131835938,1503.9554443359
1,2018-01-14T00:00:00Z,677.3684692383,938.5024414062,1178.9331054688
1,2018-01-14T01:00:00Z,386.0420227051,621.0847167969,925.6549072266
1,2018-01-14T02:00:00Z,288.2523193359,480.5647583008,740.3231811523
1,2018-01-14T03:00:00Z,199.9681091309,424.5399169922,680.4533081055
1,2018-01-14T04:00:00Z,106.998916626,372.1058959961,590.960144043
1,2018-01-14T05:00:00Z,278.1151123047,497.7941589355,716.2697143555
1,2018-01-14T06:00:00Z,473.8077392578,692.7979125977,1001.6481933594
1,2018-01-14T07:00:00Z,648.0577392578,876.8270874023,1210.9219970703
1,2018-01-14T08:00:00Z,1016.7098388672,1421.3278808594,1828.1646728516
1,2018-01-14T09:00:00Z,1726.0690917969,2109.0373535156,2546.123046875
1,2018-01-14T10:00:00Z,1824.8347167969,2229.5500488281,2597.36328125
1,2018-01-14T11:00:00Z,1692.3465576172,2046.7967529297,2434.9916992188
1,2018-01-14T12:00:00Z,1543.6708984375,1920.6186523438,2327.4489746094
1,2018-01-14T13:00:00Z,1527.9183349609,1922.3273925781,2610.4421386719
1,2018-01-14T14:00:00Z,1396.8609619141,1969.2471923828,2512.1125488281
1,2018-01-14T15:00:00Z,1197.2209472656,1739.3444824219,2208.1845703125
1,2018-01-14T16:00:00Z,1283.6170654297,1697.5954589844,2165.3547363281
1,2018-01-14T17:00:00Z,1269.3907470703,1624.8071289062,2043.6744384766
1,2018-01-14T18:00:00Z,1309.0627441406,1701.1008300781,2065.0009765625
1,2018-01-14T19:00:00Z,1301.2878417969,1621.6741943359,2054.7473144531
1,2018-01-14T20:00:00Z,1262.5524902344,1601.5422363281,2171.302734375
1,2018-01-14T21:00:00Z,1109.2839355469,1476.3927001953,1966.1547851562
1,2018-01-14T22:00:00Z,1021.4096069336,1300.5034179688,1664.7464599609
1,2018-01-14T23:00:00Z,677.8723144531,983.0841674805,1227.98828125
1,2018-01-15T00:00:00Z,252.7376403809,629.8505249023,868.2520751953
1,2018-01-15T01:00:00Z,211.0830993652,441.850189209,660.7401733398
1,2018-01-15T02:00:00Z,-15.7053508759,289.1408691406,490.1987609863
1,2018-01-15T03:00:00Z,-108.5871582031,263.4577636719,443.4534301758
1,2018-01-15T04:00:00Z,-31.5762405396,191.6299743652,383.6827697754
1,2018-01-15T05:00:00Z,-97.9791641235,205.5403137207,465.3897399902
1,2018-01-15T06:00:00Z,445.4083862305,746.7292480469,1019.009765625
1,2018-01-15T07:00:00Z,1266.2081298828,1621.3087158203,1968.0794677734
1,2018-01-15T08:00:00Z,1331.4382324219,1758.5356445312,2178.6176757812
1,2018-01-15T09:00:00Z,1055.5601806641,1419.8762207031,1841.1201171875
1,2018-01-15T10:00:00Z,996.7005004883,1269.8393554688,1624.0235595703
1,2018-01-15T11:00:00Z,859.5701293945,1121.7076416016,1523.6613769531
1,2018-01-15T12:00:00Z,572.0216064453,842.8812255859,1221.5549316406
1,2018-01-15T13:00:00Z,338.9078979492,591.2462768555,918.2783203125
