item_id,date,weather,p10,p50,p90
1,2018-01-03T00:00:00Z,sky is clear,55.2231445312,659.8189697266,1584.861328125
1,2018-01-03T01:00:00Z,sky is clear,-185.6264038086,430.8448791504,879.4912109375
1,2018-01-03T02:00:00Z,sky is clear,-207.1809234619,239.6581115723,884.0173339844
1,2018-01-03T03:00:00Z,sky is clear,35.1368103027,390.6490783691,699.0037841797
1,2018-01-03T04:00:00Z,sky is clear,340.7145996094,776.1969604492,1191.244140625
1,2018-01-03T05:00:00Z,sky is clear,1697.8753662109,2310.9187011719,3212.4482421875
1,2018-01-03T06:00:00Z,sky is clear,2718.28125,4097.7451171875,5448.009765625
1,2018-01-03T07:00:00Z,sky is clear,3488.1533203125,4549.9409179688,6687.0463867188
1,2018-01-03T08:00:00Z,sky is clear,3465.0437011719,4205.0288085938,5142.6591796875
1,2018-01-03T09:00:00Z,sky is clear,3221.2978515625,3992.3376464844,4799.65625
1,2018-01-03T10:00:00Z,sky is clear,2995.0112304688,3674.6943359375,4842.923828125
1,2018-01-03T11:00:00Z,sky is clear,3378.2534179688,4081.5310058594,5155.3681640625
1,2018-01-03T12:00:00Z,sky is clear,3349.7529296875,4067.6291503906,4686.3349609375
1,2018-01-03T13:00:00Z,sky is clear,3511.791015625,4237.96875,4906.056640625
1,2018-01-03T14:00:00Z,sky is clear,4046.4851074219,5014.7392578125,5729.1206054688
1,2018-01-03T15:00:00Z,sky is clear,4132.2333984375,5162.42578125,6081.3247070312
1,2018-01-03T16:00:00Z,sky is clear,3845.2438964844,4962.4877929688,6091.0102539062
1,2018-01-03T17:00:00Z,sky is clear,3019.6977539062,4383.0180664062,5846.0107421875
1,2018-01-03T18:00:00Z,sky is clear,2996.421875,3731.5397949219,4956.9443359375
1,2018-01-03T19:00:00Z,sky is clear,2477.75,2941.3198242188,3551.1828613281
1,2018-01-03T20:00:00Z,sky is clear,1849.0196533203,2266.6616210938,2986.6613769531
1,2018-01-03T21:00:00Z,sky is clear,1493.2188720703,1885.8336181641,2439.3527832031
1,2018-01-03T22:00:00Z,sky is clear,1099.8442382812,1547.52734375,1842.7170410156
1,2018-01-03T23:00:00Z,sky is clear,453.6085205078,840.1655273438,1170.6755371094
1,2018-01-04T00:00:00Z,sky is clear,112.2178344727,443.6856079102,677.2598876953
1,2018-01-04T01:00:00Z,sky is clear,-377.3465270996,-95.5986328125,251.4514465332
1,2018-01-04T02:00:00Z,sky is clear,-360.9926757812,-113.800491333,181.5295257568
1,2018-01-04T03:00:00Z,sky is clear,-122.1928710938,211.8591156006,431.9716186523
1,2018-01-04T04:00:00Z,sky is clear,267.6088562012,817.0914916992,1141.7873535156
1,2018-01-04T05:00:00Z,sky is clear,1934.9794921875,2525.9970703125,3260.0163574219
1,2018-01-04T06:00:00Z,sky is clear,3382.57421875,4800.6865234375,6165.3525390625
1,2018-01-04T07:00:00Z,sky is clear,3211.3696289062,4523.7763671875,6019.08203125
1,2018-01-04T08:00:00Z,sky is clear,1242.4318847656,4091.0537109375,6677.2607421875
1,2018-01-04T09:00:00Z,sky is clear,1534.3057861328,4197.021484375,6824.609375
1,2018-01-04T10:00:00Z,sky is clear,3277.0239257812,4736.6870117188,7012.0771484375
1,2018-01-04T11:00:00Z,sky is clear,845.1818847656,4183.4819335938,6678.400390625
1,2018-01-04T12:00:00Z,sky is clear,3539.7299804688,4483.6655273438,5310.599609375
1,2018-01-04T13:00:00Z,sky is clear,3391.9375,4153.7651367188,5020.6440429688
1,2018-01-04T14:00:00Z,sky is clear,3774.2834472656,4400.2939453125,6197.9086914062
1,2018-01-04T15:00:00Z,sky is clear,3141.751953125,4576.4389648438,5893.0478515625
1,2018-01-04T16:00:00Z,sky is clear,3645.2683105469,4649.1313476562,5807.7641601562
1,2018-01-04T17:00:00Z,sky is clear,3138.4799804688,4166.744140625,5090.7895507812
1,2018-01-04T18:00:00Z,sky is clear,2662.4272460938,3452.9587402344,4090.4584960938
1,2018-01-04T19:00:00Z,sky is clear,1674.4656982422,2235.6279296875,2724.2038574219
1,2018-01-04T20:00:00Z,sky is clear,1279.6545410156,1762.4544677734,2287.7822265625
1,2018-01-04T21:00:00Z,sky is clear,1366.3416748047,1725.9202880859,2102.2197265625
1,2018-01-04T22:00:00Z,sky is clear,1172.3549804688,1587.41015625,1969.7807617188
1,2018-01-04T23:00:00Z,sky is clear,664.1468505859,953.3272705078,1275.6806640625
1,2018-01-05T00:00:00Z,sky is clear,211.1094055176,458.9580688477,639.6334838867
1,2018-01-05T01:00:00Z,sky is clear,107.8553085327,249.1434631348,457.1400146484
1,2018-01-05T02:00:00Z,sky is clear,-25.5925979614,106.017074585,320.9647827148
1,2018-01-05T03:00:00Z,sky is clear,6.9484710693,207.7654571533,414.0943603516
1,2018-01-05T04:00:00Z,sky is clear,365.7314453125,539.0296630859,858.8873901367
1,2018-01-05T05:00:00Z,sky is clear,1152.8967285156,1506.3686523438,1954.5600585938
1,2018-01-05T06:00:00Z,sky is clear,2489.7221679688,3076.1401367188,3932.1086425781
1,2018-01-05T07:00:00Z,sky is clear,2864.5798339844,3683.5500488281,4767.6889648438
1,2018-01-05T08:00:00Z,sky is clear,3021.7241210938,3591.1857910156,4722.7236328125
1,2018-01-05T09:00:00Z,sky is clear,2678.1435546875,3525.03515625,4293.8061523438
1,2018-01-05T10:00:00Z,sky is clear,2863.2275390625,3617.3666992188,4261.3920898438
1,2018-01-05T11:00:00Z,sky is clear,2950.5017089844,3740.7475585938,4465.9848632812
1,2018-01-05T12:00:00Z,sky is clear,3373.8913574219,3988.0749511719,4600.4580078125
1,2018-01-05T13:00:00Z,sky is clear,3229.7475585938,4338.4931640625,5209.94921875
1,2018-01-05T14:00:00Z,sky is clear,3451.7353515625,4485.0786132812,5215.0258789062
1,2018-01-05T15:00:00Z,sky is clear,4046.8107910156,4779.3002929688,5396.9545898438
1,2018-01-05T16:00:00Z,sky is clear,3993.2722167969,4571.0073242188,5284.9750976562
1,2018-01-05T17:00:00Z,sky is clear,3591.9938964844,4453.962890625,5148.1591796875
1,2018-01-05T18:00:00Z,sky is clear,3327.9799804688,3891.8745117188,4554.2294921875
1,2018-01-05T19:00:00Z,sky is clear,2903.6618652344,3464.7770996094,4021.0583496094
1,2018-01-05T20:00:00Z,sky is clear,2435.6345214844,2874.8171386719,3486.0310058594
1,2018-01-05T21:00:00Z,sky is clear,2288.3623046875,2637.9348144531,3094.3610839844
1,2018-01-05T22:00:00Z,sky is clear,1978.6430664062,2292.1411132812,2698.5642089844
1,2018-01-05T23:00:00Z,sky is clear,1395.5828857422,1668.1765136719,1991.7769775391
1,2018-01-06T00:00:00Z,sky is clear,851.3528442383,1082.2683105469,1354.8752441406
1,2018-01-06T01:00:00Z,sky is clear,497.4324035645,703.1954956055,1013.716796875
1,2018-01-06T02:00:00Z,sky is clear,212.8235321045,441.0785827637,700.0180664062
1,2018-01-06T03:00:00Z,sky is clear,110.8925476074,297.5153198242,481.2059326172
1,2018-01-06T04:00:00Z,sky is clear,35.5267944336,301.5963439941,548.1356201172
1,2018-01-06T05:00:00Z,sky is clear,220.7007141113,464.9302062988,739.4014282227
1,2018-01-06T06:00:00Z,sky is clear,510.1509094238,800.4583740234,1205.9755859375
1,2018-01-06T07:00:00Z,sky is clear,934.3271484375,1252.2799072266,1695.6226806641
1,2018-01-06T08:00:00Z,sky is clear,1187.568359375,1901.6307373047,2748.55859375
1,2018-01-06T09:00:00Z,sky is clear,1883.6026611328,2498.8930664062,3109.7204589844
1,2018-01-06T10:00:00Z,sky is clear,2592.2158203125,3364.0244140625,4217.232421875
1,2018-01-06T11:00:00Z,sky is clear,3189.1840820312,3965.0456542969,4878.07421875
1,2018-01-06T12:00:00Z,sky is clear,3280.0095214844,4015.2280273438,4555.1489257812
1,2018-01-06T13:00:00Z,sky is clear,3272.9887695312,3914.1520996094,4719.37109375
1,2018-01-06T14:00:00Z,sky is clear,2838.8627929688,3832.0981445312,5011.078125
1,2018-01-06T15:00:00Z,sky is clear,3502.5563964844,4308.3442382812,5236.3510742188
1,2018-01-06T16:00:00Z,sky is clear,3385.162109375,4413.171875,5130.287109375
1,2018-01-06T17:00:00Z,sky is clear,3261.3110351562,4033.3547363281,4658.7197265625
1,2018-01-06T18:00:00Z,sky is clear,2538.4755859375,3590.1911621094,5142.3696289062
1,2018-01-06T19:00:00Z,sky is clear,1678.7138671875,2923.2395019531,5000.6420898438
1,2018-01-06T20:00:00Z,sky is clear,1804.4506835938,2804.470703125,4317.396484375
1,2018-01-06T21:00:00Z,sky is clear,1226.9853515625,2659.4812011719,4288.6489257812
1,2018-01-06T22:00:00Z,sky is clear,1505.7628173828,2519.6286621094,3602.78515625
1,2018-01-06T23:00:00Z,sky is clear,681.9366455078,1627.3176269531,2627.2485351562
1,2018-01-07T00:00:00Z,sky is clear,336.9017333984,1122.9367675781,1865.3491210938
1,2018-01-07T01:00:00Z,sky is clear,287.2373046875,677.5787353516,1254.1677246094
1,2018-01-07T02:00:00Z,sky is clear,80.8098754883,427.6991271973,990.8466186523
1,2018-01-07T03:00:00Z,sky is clear,-26.6885681152,292.1485595703,755.2725830078
1,2018-01-07T04:00:00Z,sky is clear,-60.8588867188,343.3148193359,691.9982299805
1,2018-01-07T05:00:00Z,sky is clear,33.9444885254,411.6896972656,860.0193481445
1,2018-01-07T06:00:00Z,sky is clear,350.4063415527,791.1654052734,1167.93359375
1,2018-01-07T07:00:00Z,sky is clear,502.3883056641,1195.7357177734,2246.7131347656
1,2018-01-07T08:00:00Z,sky is clear,1580.7309570312,2183.3806152344,3301.6547851562
1,2018-01-07T09:00:00Z,sky is clear,2196.5671386719,3450.8793945312,4225.8330078125
1,2018-01-07T10:00:00Z,sky is clear,3313.3815917969,4271.3510742188,5258.0537109375
1,2018-01-07T11:00:00Z,sky is clear,2757.896484375,3484.3012695312,4087.9702148438
1,2018-01-07T12:00:00Z,sky is clear,3100.9809570312,3810.904296875,4545.8505859375
1,2018-01-07T13:00:00Z,sky is clear,2986.0891113281,3942.4943847656,4820.5727539062
1,2018-01-07T14:00:00Z,sky is clear,3450.7824707031,4281.0810546875,5341.28125
1,2018-01-07T15:00:00Z,sky is clear,3444.7983398438,4531.96484375,5746.4584960938
1,2018-01-07T16:00:00Z,sky is clear,3338.5100097656,3933.4670410156,4744.7509765625
1,2018-01-07T17:00:00Z,sky is clear,2911.6291503906,3660.8032226562,4536.3051757812
1,2018-01-07T18:00:00Z,sky is clear,2569.4768066406,3225.3239746094,4030.0239257812
1,2018-01-07T19:00:00Z,sky is clear,2091.37109375,2795.1008300781,3255.44140625
1,2018-01-07T20:00:00Z,sky is clear,1936.9788818359,2417.0908203125,3037.7182617188
1,2018-01-07T21:00:00Z,sky is clear,1538.3591308594,2132.8044433594,2683.7702636719
1,2018-01-07T22:00:00Z,sky is clear,1316.0385742188,1681.0838623047,2135.4443359375
1,2018-01-07T23:00:00Z,sky is clear,714.4810791016,1071.6807861328,1464.6208496094
1,2018-01-08T00:00:00Z,sky is clear,419.7146606445,625.8118286133,974.8488769531
1,2018-01-08T01:00:00Z,sky is clear,139.8164978027,364.1405029297,556.6282348633
1,2018-01-08T02:00:00Z,sky is clear,19.3058319092,238.7141571045,423.1712036133
1,2018-01-08T03:00:00Z,sky is clear,-34.4997406006,225.8446655273,461.0744934082
1,2018-01-08T04:00:00Z,sky is clear,292.8989868164,506.7971496582,857.9683837891
1,2018-01-08T05:00:00Z,sky is clear,832.418762207,1285.4011230469,1724.0458984375
1,2018-01-08T06:00:00Z,sky is clear,1834.6008300781,2553.5590820312,3605.2084960938
1,2018-01-08T07:00:00Z,sky is clear,2327.1225585938,3482.7937011719,4411.3940429688
1,2018-01-08T08:00:00Z,sky is clear,2782.4074707031,3788.0305175781,4864.69140625
1,2018-01-08T09:00:00Z,sky is clear,3140.576171875,4110.7114257812,4990.5625
1,2018-01-08T10:00:00Z,sky is clear,3343.51953125,4043.5141601562,4914.0795898438
1,2018-01-08T11:00:00Z,sky is clear,3177.1166992188,3865.9672851562,4423.1137695312
1,2018-01-08T12:00:00Z,sky is clear,2105.5554199219,2687.2661132812,3175.8713378906
1,2018-01-08T13:00:00Z,sky is clear,2247.1677246094,2678.4855957031,3175.2736816406
1,2018-01-08T14:00:00Z,sky is clear,1745.9912109375,2305.6098632812,3066.5849609375
1,2018-01-08T15:00:00Z,sky is clear,2205.029296875,2677.1489257812,3208.9404296875
1,2018-01-08T16:00:00Z,sky is clear,2025.2221679688,2610.4692382812,2997.7141113281
1,2018-01-08T17:00:00Z,sky is clear,1987.3303222656,2502.43359375,3057.455078125
1,2018-01-08T18:00:00Z,sky is clear,1773.2507324219,2364.9677734375,2857.3547363281
1,2018-01-08T19:00:00Z,sky is clear,1514.4033203125,2030.1013183594,2399.0288085938
1,2018-01-08T20:00:00Z,sky is clear,1177.76171875,1769.7331542969,2227.9011230469
1,2018-01-08T21:00:00Z,sky is clear,1180.5721435547,1547.6130371094,1884.5910644531
1,2018-01-08T22:00:00Z,sky is clear,733.4017333984,1097.8979492188,1413.3751220703
1,2018-01-08T23:00:00Z,sky is clear,488.4461364746,850.2341308594,1135.5850830078
1,2018-01-09T00:00:00Z,sky is clear,221.2118225098,467.5127563477,852.3882446289
1,2018-01-09T01:00:00Z,sky is clear,-7.4722290039,267.9942016602,917.0881347656
1,2018-01-09T02:00:00Z,sky is clear,-6.206451416,277.4609375,786.0852050781
1,2018-01-09T03:00:00Z,sky is clear,41.700592041,361.0516662598,655.8442382812
1,2018-01-09T04:00:00Z,sky is clear,302.8372192383,760.5804443359,1301.0388183594
1,2018-01-09T05:00:00Z,sky is clear,1196.1684570312,1964.1125488281,3092.71875
1,2018-01-09T06:00:00Z,sky is clear,1708.7259521484,2949.2287597656,4383.9384765625
1,2018-01-09T07:00:00Z,sky is clear,2703.7917480469,3428.375,4177.1123046875
1,2018-01-09T08:00:00Z,sky is clear,2555.9130859375,3252.6716308594,4040.5866699219
1,2018-01-09T09:00:00Z,sky is clear,2513.193359375,3821.615234375,5343.826171875
1,2018-01-09T10:00:00Z,sky is clear,2365.0832519531,3240.4904785156,4425.3017578125
1,2018-01-09T11:00:00Z,sky is clear,2395.6613769531,3034.0258789062,4012.5246582031
1,2018-01-09T12:00:00Z,sky is clear,2605.2749023438,3210.6623535156,3927.2416992188
1,2018-01-09T13:00:00Z,sky is clear,2194.9069824219,2747.7651367188,3554.4741210938
1,2018-01-09T14:00:00Z,sky is clear,1947.2899169922,2597.0827636719,3195.5913085938
1,2018-01-09T15:00:00Z,sky is clear,2816.8293457031,3531.1342773438,4540.1767578125
1,2018-01-09T16:00:00Z,sky is clear,2837.9008789062,4032.4204101562,4962.9296875
1,2018-01-09T17:00:00Z,sky is clear,3430.9072265625,4358.8837890625,5350.9223632812
1,2018-01-09T18:00:00Z,sky is clear,2106.2551269531,2921.0773925781,3898.685546875
1,2018-01-09T19:00:00Z,sky is clear,1685.4368896484,2570.4875488281,3368.8723144531
1,2018-01-09T20:00:00Z,sky is clear,1753.3225097656,2288.0559082031,3216.4973144531
1,2018-01-09T21:00:00Z,sky is clear,1953.380859375,2318.845703125,3265.0883789062
1,2018-01-09T22:00:00Z,sky is clear,1232.0502929688,1691.6107177734,2241.1499023438
1,2018-01-09T23:00:00Z,sky is clear,754.1962890625,1102.0346679688,1491.0104980469
1,2018-01-10T00:00:00Z,sky is clear,329.0880432129,581.1303100586,921.8757324219
1,2018-01-10T01:00:00Z,sky is clear,86.5998840332,337.3178100586,649.7108764648
1,2018-01-10T02:00:00Z,sky is clear,-57.6487579346,226.290435791,455.0283203125
1,2018-01-10T03:00:00Z,sky is clear,-63.5124511719,211.2292785645,548.7053222656
1,2018-01-10T04:00:00Z,sky is clear,360.3346862793,718.2620849609,1039.7298583984
1,2018-01-10T05:00:00Z,sky is clear,1253.2253417969,1843.4078369141,2403.0502929688
1,2018-01-10T06:00:00Z,sky is clear,2401.6396484375,3155.6997070312,4013.1943359375
1,2018-01-10T07:00:00Z,sky is clear,2695.4792480469,3929.5522460938,5314.8911132812
1,2018-01-10T08:00:00Z,sky is clear,2975.2138671875,4033.4418945312,5759.8852539062
1,2018-01-10T09:00:00Z,sky is clear,2705.3942871094,3810.6784667969,5511.064453125
1,2018-01-10T10:00:00Z,sky is clear,1999.7603759766,3343.8881835938,4787.8056640625
1,2018-01-10T11:00:00Z,sky is clear,2173.2951660156,3571.1806640625,5141.236328125
1,2018-01-10T12:00:00Z,sky is clear,1699.8449707031,3759.9584960938,6206.333984375
1,2018-01-10T13:00:00Z,sky is clear,2818.4138183594,4005.1962890625,6056.46484375
1,2018-01-10T14:00:00Z,sky is clear,3459.4458007812,4769.1772460938,6529.3930664062
1,2018-01-10T15:00:00Z,sky is clear,2732.224609375,4984.423828125,6726.0205078125
1,2018-01-10T16:00:00Z,sky is clear,2319.4165039062,4622.0092773438,6059.7587890625
1,2018-01-10T17:00:00Z,sky is clear,2345.9096679688,3926.7211914062,6207.4750976562
1,2018-01-10T18:00:00Z,sky is clear,1933.1323242188,3093.8518066406,4666.6708984375
1,2018-01-10T19:00:00Z,sky is clear,1344.55078125,2389.5708007812,3810.0668945312
1,2018-01-10T20:00:00Z,sky is clear,1284.185546875,2191.3298339844,3328.2668457031
1,2018-01-10T21:00:00Z,sky is clear,1109.9609375,1866.6668701172,3333.20703125
1,2018-01-10T22:00:00Z,sky is clear,724.3127441406,1579.8972167969,2476.5642089844
1,2018-01-10T23:00:00Z,sky is clear,564.9237060547,993.4036865234,1553.3753662109
1,2018-01-11T00:00:00Z,sky is clear,4.2074890137,595.896484375,1164.7431640625
1,2018-01-11T01:00:00Z,sky is clear,-28.98878479,357.0676269531,867.7463989258
1,2018-01-11T02:00:00Z,sky is clear,-118.7031707764,209.247543335,751.2926635742
1,2018-01-11T03:00:00Z,sky is clear,-127.4910888672,334.7760009766,764.3969116211
1,2018-01-11T04:00:00Z,sky is clear,468.3980712891,1038.1967773438,1523.7781982422
1,2018-01-11T05:00:00Z,sky is clear,1968.6286621094,3086.533203125,5507.1791992188
1,2018-01-11T06:00:00Z,sky is clear,262.0913085938,4811.1333007812,7944.818359375
1,2018-01-11T07:00:00Z,sky is clear,2945.044921875,5426.9663085938,9859.4423828125
1,2018-01-11T08:00:00Z,sky is clear,114.318359375,4292.9033203125,9946.7236328125
1,2018-01-11T09:00:00Z,sky is clear,589.015625,5081.0673828125,11954.1640625
1,2018-01-11T10:00:00Z,sky is clear,1900.9287109375,4751.5185546875,10260.560546875
1,2018-01-11T11:00:00Z,sky is clear,1409.9050292969,5378.03515625,10513.5078125
1,2018-01-11T12:00:00Z,sky is clear,1598.8583984375,4597.9858398438,8473.892578125
1,2018-01-11T13:00:00Z,sky is clear,1543.9692382812,4280.4140625,7935.7075195312
1,2018-01-11T14:00:00Z,sky is clear,413.158203125,4459.0947265625,7994.5092773438
1,2018-01-11T15:00:00Z,sky is clear,1953.9816894531,5177.4536132812,9352.373046875
1,2018-01-11T16:00:00Z,sky is clear,1326.5380859375,5047.8212890625,9376.7861328125
1,2018-01-11T17:00:00Z,sky is clear,2344.3344726562,4592.9965820312,9481.5205078125
1,2018-01-11T18:00:00Z,sky is clear,2064.708984375,3698.7578125,5617.6733398438
1,2018-01-11T19:00:00Z,sky is clear,1518.8988037109,2286.505859375,3637.6159667969
1,2018-01-11T20:00:00Z,sky is clear,1182.1990966797,1742.1190185547,2540.5043945312
1,2018-01-11T21:00:00Z,sky is clear,1225.2690429688,1677.1075439453,2230.6437988281
1,2018-01-11T22:00:00Z,sky is clear,1166.0557861328,1521.8258056641,2036.1696777344
1,2018-01-11T23:00:00Z,sky is clear,698.547668457,1022.1132202148,1537.2248535156
1,2018-01-12T00:00:00Z,sky is clear,341.5611572266,566.8298339844,841.5120239258
1,2018-01-12T01:00:00Z,sky is clear,101.5160522461,343.638458252,589.8629150391
1,2018-01-12T02:00:00Z,sky is clear,4.5072021484,228.9683227539,491.9530639648
1,2018-01-12T03:00:00Z,sky is clear,10.2705383301,279.843963623,502.9678344727
1,2018-01-12T04:00:00Z,sky is clear,244.587677002,586.6029663086,878.5412597656
1,2018-01-12T05:00:00Z,sky is clear,917.3165893555,1374.7073974609,1927.6141357422
1,2018-01-12T06:00:00Z,sky is clear,1896.5885009766,2643.8571777344,3256.0827636719
1,2018-01-12T07:00:00Z,sky is clear,2549.2502441406,3269.9008789062,4191.6831054688
1,2018-01-12T08:00:00Z,sky is clear,3083.2473144531,3883.04296875,5002.9165039062
1,2018-01-12T09:00:00Z,sky is clear,3164.2126464844,3979.2719726562,5044.94140625
1,2018-01-12T10:00:00Z,sky is clear,2885.953125,3917.9460449219,4688.4047851562
1,2018-01-12T11:00:00Z,sky is clear,3433.7165527344,4126.958984375,5197.6586914062
1,2018-01-12T12:00:00Z,sky is clear,3730.068359375,4363.7329101562,5017.5751953125
1,2018-01-12T13:00:00Z,sky is clear,3687.2497558594,4238.9057617188,5097.3862304688
1,2018-01-12T14:00:00Z,sky is clear,3897.6677246094,4863.5727539062,6016.7075195312
1,2018-01-12T15:00:00Z,sky is clear,3729.6437988281,4631.3442382812,5938.9873046875
1,2018-01-12T16:00:00Z,sky is clear,3894.90234375,4812.2470703125,5737.251953125
1,2018-01-12T17:00:00Z,sky is clear,3445.3735351562,4347.892578125,5019.4287109375
1,2018-01-12T18:00:00Z,sky is clear,3081.3598632812,3683.3515625,4518.1572265625
1,2018-01-12T19:00:00Z,sky is clear,2292.4406738281,2827.7878417969,3455.142578125
1,2018-01-12T20:00:00Z,sky is clear,2027.7841796875,2516.9599609375,3025.3525390625
1,2018-01-12T21:00:00Z,sky is clear,1840.3128662109,2332.6225585938,2855.2507324219
1,2018-01-12T22:00:00Z,sky is clear,1915.8258056641,2235.9052734375,2689.4296875
1,2018-01-12T23:00:00Z,sky is clear,1334.15234375,1642.2724609375,1997.2896728516
1,2018-01-13T00:00:00Z,sky is clear,900.3041992188,1146.248046875,1512.6577148438
1,2018-01-13T01:00:00Z,sky is clear,459.5013427734,735.5121459961,997.5078735352
1,2018-01-13T02:00:00Z,sky is clear,163.5227203369,407.3825683594,741.7316894531
1,2018-01-13T03:00:00Z,sky is clear,83.2706069946,273.0833435059,595.909362793
1,2018-01-13T04:00:00Z,sky is clear,81.5086364746,315.5408935547,522.1307983398
1,2018-01-13T05:00:00Z,sky is clear,172.8450317383,451.8780212402,697.1887207031
1,2018-01-13T06:00:00Z,sky is clear,501.4987792969,807.1466064453,1224.6650390625
1,2018-01-13T07:00:00Z,sky is clear,816.6708984375,1342.5841064453,1907.0881347656
1,2018-01-13T08:00:00Z,sky is clear,1474.4055175781,2188.3076171875,2845.5373535156
1,2018-01-13T09:00:00Z,sky is clear,2260.1713867188,3086.8244628906,4042.6042480469
1,2018-01-13T10:00:00Z,sky is clear,2685.6372070312,3951.4367675781,4692.9697265625
1,2018-01-13T11:00:00Z,sky is clear,3556.3432617188,4339.8549804688,5173.447265625
1,2018-01-13T12:00:00Z,sky is clear,3229.8452148438,3962.7587890625,4738.8188476562
1,2018-01-13T13:00:00Z,sky is clear,3186.966796875,3846.8200683594,4418.5146484375
1,2018-01-13T14:00:00Z,sky is clear,3005.5402832031,3694.591796875,4357.1870117188
1,2018-01-13T15:00:00Z,sky is clear,3313.0412597656,4030.9418945312,4974.1733398438
